ticker,direction,option_symbol,entry_price,exit_price,pnl_pct,hold_minutes,exit_reason,entry_time,exit_time
SPY,short,SPY   260615P00754000,1.35,1.35,0.0,305,EOD,2026-06-15T09:50:05.238112,2026-06-15T14:55:05.733377
