iter	RMSE
187	0.03784307835
188	0.03781097888
189	0.03770069961
190	0.03761823015
191	0.03755416238
192	0.03753381548
193	0.03745034337
194	0.03734138876
195	0.03731661617
196	0.03726275176
197	0.03718081776
198	0.03714437114
199	0.03712420991
200	0.03708207321
201	0.03706667721
202	0.03704978786
203	0.03699387658
204	0.03695633575
205	0.03686717015
206	0.03676893172
207	0.0367467909
208	0.03669166745
209	0.03667092852
210	0.03657787722
211	0.03656466139
212	0.03653464741
213	0.03647949805
214	0.03642423724
215	0.03640199856
216	0.03635551219
217	0.03633247761
218	0.03631503241
219	0.0363003609
220	0.03628686169
221	0.03627383782
222	0.03620948825
223	0.03619670746
224	0.03618511766
225	0.03613140889
226	0.03604920019
227	0.03603785023
228	0.03597461006
229	0.03593744801
230	0.03592605779
231	0.03582899928
232	0.03580940156
233	0.03576183856
234	0.03569506972
235	0.035627117
236	0.03559020205
237	0.03557874504
238	0.03554513608
239	0.0354929487
240	0.03543391558
241	0.03542345201
242	0.03540653892
243	0.03539540134
244	0.03537998397
245	0.03533025655
246	0.03531439101
247	0.03526548171
248	0.03525614312
249	0.0352469901
250	0.03521809815
251	0.03518120975
252	0.03511195612
253	0.03509652878
254	0.03502464734
255	0.03497308174
256	0.03494699517
257	0.03491587554
258	0.03488668964
259	0.0348574775
260	0.03484869396
261	0.03481386707
262	0.03480532523
263	0.03477737343
264	0.03475168156
265	0.03472966853
266	0.03466583814
267	0.03462870647
268	0.0346133883
269	0.03456598649
270	0.0345253725
271	0.03451623879
272	0.03450763084
273	0.03447152869
274	0.03445989278
275	0.03443308964
276	0.03442408882
277	0.03437687871
278	0.03431238801
279	0.03430315499
280	0.03424277407
281	0.03418267791
282	0.03417372335
283	0.03416657064
284	0.03412776896
285	0.03408983388
286	0.03408284757
287	0.03406451018
288	0.03402407612
289	0.03401830234
290	0.0340102143
291	0.03399797804
292	0.03396143242
293	0.03393618892
294	0.03390917543
295	0.03383559062
296	0.03382419708
297	0.03379875383
298	0.03377543248
299	0.03373833169
300	0.03373123862
301	0.03370124599
302	0.03369359459
303	0.03367583953
304	0.03364751859
305	0.03361695538
306	0.0335888712
307	0.03357358173
308	0.03354875446
309	0.03354309039
310	0.03353647462
311	0.03351437362
312	0.03345825671
313	0.03343007453
314	0.03341030241
315	0.03337862012
316	0.03336450905
317	0.03333754618
318	0.03332474314
319	0.03328061852
320	0.03327509457
321	0.03326679222
322	0.03320701746
323	0.03319161957
324	0.03317372607
325	0.03310184846
326	0.03308074276
327	0.0330700021
328	0.03304676148
329	0.03302435654
330	0.03300373083
331	0.03299459715
332	0.03298409544
333	0.03297575099
334	0.0329529057
335	0.03290795163
336	0.03289985105
337	0.032864682
338	0.03280621631
339	0.03278776076
340	0.03275739558
341	0.03275069529
342	0.03272765355
343	0.03271991943
344	0.03271292382
345	0.03266439488
346	0.03265774848
347	0.03263526011
348	0.03259229434
349	0.03256480619
350	0.03254532313
351	0.03253786932
352	0.03250235506
353	0.03249744348
354	0.03247168182
355	0.03240058137
356	0.03237745346
357	0.03235915351
358	0.03230613196
359	0.03228679061
360	0.03226606694
361	0.0322603327
362	0.03224233873
363	0.03222535323
364	0.03221541769
365	0.03219720417
366	0.03219337415
367	0.03214687862
368	0.03214011128
369	0.03210455673
370	0.0320980335
371	0.03207912617
372	0.03207534322
373	0.03206969032
374	0.03206290655
375	0.03204537646
376	0.03203994671
377	0.0320206941
378	0.03201461669
379	0.03200506803
380	0.03199018862
381	0.03197731095
382	0.03196878428
383	0.03196434751
384	0.03195291848
385	0.03194947322
386	0.03194380103
387	0.03192564563
388	0.0319181695
389	0.03189913548
390	0.03189572868
391	0.03185671855
392	0.03184058359
393	0.03183767073
394	0.03183344238
395	0.0317813305
396	0.03175028889
397	0.03174632862
398	0.03173001491
399	0.0317168899
400	0.03170958657
401	0.03168245014
402	0.03166285681
403	0.03165016151
404	0.03161765809
405	0.03160323608
406	0.03159868348
407	0.03159394683
408	0.03157964636
409	0.03154348908
410	0.03153946542
411	0.03150277743
412	0.03148694247
413	0.03145421081
414	0.0314340918
415	0.03141956487
416	0.03141575599
417	0.03139920781
418	0.03138348402
419	0.0313780087
420	0.03134559902
421	0.03130672519
422	0.03128952892
423	0.03127588158
424	0.03123010539
425	0.0311939609
426	0.03118045916
427	0.03116797362
428	0.03113261483
429	0.03111679586
430	0.03111356329
431	0.03110327975
432	0.03110093724
433	0.03109776904
434	0.03105707267
435	0.03103165568
436	0.03100623717
437	0.0309932729
438	0.03097699101
439	0.03097456961
440	0.03094707589
441	0.03093205807
442	0.03091908107
443	0.03091286152
444	0.0309005283
445	0.03087946359
446	0.03085665831
447	0.03082608931
448	0.03080263231
449	0.03077208457
450	0.03076786619
451	0.03074350642
452	0.03072892517
453	0.03070360886
454	0.03068674268
455	0.0306753988
456	0.03066426938
457	0.03063894308
458	0.03063494633
459	0.03060492385
460	0.03060247832
461	0.03058265825
462	0.03056481232
463	0.0305371969
464	0.03052005002
465	0.03050260822
466	0.03047637586
467	0.03045206414
468	0.03043897171
469	0.03042631895
470	0.03041632805
471	0.03039574396
472	0.03038050976
473	0.03036881687
474	0.03035263291
475	0.03034299697
476	0.03033394732
477	0.0303113036
478	0.03030061957
479	0.03029116435
480	0.03026916081
481	0.03026145151
482	0.0302492122
483	0.03022628661
484	0.03020613325
485	0.03020444115
486	0.03019485363
487	0.03016823993
488	0.03015605572
489	0.03013963059
490	0.03013072257
491	0.03012804786
492	0.03010586892
493	0.03008543366
494	0.03007050761
495	0.03006304038
496	0.03005246986
497	0.03005089661
498	0.03004419602
499	0.03004161472
500	0.03002640563
501	0.03001684369
502	0.03000082829
503	0.02999228793
504	0.02998487076
505	0.02997426109
506	0.02996620322
507	0.0299552222
508	0.0299400977
509	0.0299185077
510	0.02991272072
511	0.02991064111
512	0.02989188462
513	0.02987834454
514	0.02986333892
515	0.02985296766
516	0.02983989481
517	0.0298342776
518	0.02982889118
519	0.02981431118
520	0.02981000504
521	0.02980037839
522	0.02979840804
523	0.02979695464
524	0.02979515412
525	0.02979017968
526	0.02977739018
527	0.02977013346
528	0.02975685071
529	0.02974873003
530	0.02974368112
531	0.02973619961
532	0.02972656366
533	0.02972298008
534	0.02972136194
535	0.02971221966
536	0.02970881553
537	0.0296984793
538	0.02969622693
539	0.02968300598
540	0.02967481724
541	0.02966741817
542	0.02965786799
543	0.02964853425
544	0.02963187268
545	0.029630397
546	0.0296290724
547	0.02962172288
548	0.02961500941
549	0.02960561064
550	0.02959493977
551	0.02958751204
552	0.0295810485
553	0.02957294795
554	0.02956269304
555	0.0295583823
556	0.02954808395
557	0.02954081187
558	0.02953511933
559	0.02953101201
560	0.02952964401
561	0.02951875955
562	0.02950256837
563	0.02949524332
564	0.02949071031
565	0.02948697562
566	0.02947866946
567	0.02947155713
568	0.02946708913
569	0.0294631933
570	0.02945724455
571	0.02944770093
572	0.02944666659
573	0.02943893783
574	0.02943422813
575	0.02943174576
576	0.02942491157
577	0.02942234754
578	0.02942140828
579	0.02941505617
580	0.02940380448
581	0.02939988088
582	0.02939883485
583	0.02939274412
584	0.02939144801
585	0.02938300285
586	0.02937619879
587	0.02937125022
588	0.02936297046
589	0.0293611349
590	0.02934703116
591	0.02934601768
592	0.02933842488
593	0.02933700535
594	0.029330253
595	0.02931817157
596	0.02931533766
597	0.02931034755
598	0.02930272148
599	0.02929738523
600	0.02927661336
601	0.02927496596
602	0.02927283055
603	0.02926750936
604	0.02925683686
605	0.02925268797
606	0.0292404795
607	0.02923861603
608	0.02923393204
609	0.02922181651
610	0.0292196728
611	0.02920723416
612	0.02920549723
613	0.02920414212
614	0.02920330437
615	0.02920161844
616	0.02919206
617	0.02918842548
618	0.02918402499
619	0.02917940937
620	0.02917773346
621	0.0291731911
622	0.02916092924
623	0.02915339237
624	0.02914528793
625	0.02913934861
626	0.02912841753
627	0.02912315687
628	0.02911357513
629	0.02910646117
630	0.02910054169
631	0.02909309656
632	0.02909191736
633	0.02908650086
634	0.02907677826
635	0.02907386695
636	0.0290677315
637	0.02906255198
638	0.02905536261
639	0.02904212411
640	0.02904114607
641	0.02903489328
642	0.02902417209
643	0.02902110199
644	0.02901806762
645	0.02901740842
646	0.0290132977
647	0.02901138146
648	0.02900133701
649	0.0289932986
650	0.02898667905
651	0.02898320404
652	0.02897403036
653	0.02897013592
654	0.02896463814
655	0.02896363704
656	0.02896066653
657	0.02895707209
658	0.02894732044
659	0.02893778304
660	0.02893077277
661	0.02892636288
662	0.02891577134
663	0.02891278772
664	0.0289117508
665	0.02890361135
666	0.02890094528
667	0.0289001822
668	0.02889588466
669	0.02888702312
670	0.02888128971
671	0.02887507641
672	0.02887038361
673	0.02886502098
674	0.02885991369
675	0.0288556051
676	0.02885148937
677	0.02884239771
678	0.02884056813
679	0.02883318955
680	0.02882971631
681	0.02882653088
682	0.02882304231
683	0.0288168664
684	0.02880962161
685	0.02880420493
686	0.02879978655
687	0.02879594128
688	0.0287846683
689	0.02878073178
690	0.02877612102
691	0.02877439819
692	0.02877070378
693	0.02876450273
694	0.02876060656
695	0.02875661911
696	0.02875558475
697	0.02875077208
698	0.02874655028
699	0.02874367117
700	0.0287386544
701	0.02873453282
702	0.02872962448
703	0.02872600509
704	0.02872260151
705	0.02871695563
706	0.02871064405
707	0.02870694186
708	0.02870454045
709	0.02870065175
710	0.028696578
711	0.02869598128
712	0.02868833913
713	0.02868251743
714	0.02867966727
715	0.02867650265
716	0.02866932005
717	0.0286637909
718	0.02865809396
719	0.0286557098
720	0.02865157444
721	0.02864953094
722	0.02864353335
723	0.02864035135
724	0.02863764001
725	0.02863245728
726	0.0286280796
727	0.0286252562
728	0.02862229277
729	0.02861927994
730	0.02861652563
731	0.02861408107
732	0.02861037768
733	0.02860602433
734	0.0286023495
735	0.02859855937
736	0.02859590523
737	0.02859307492
738	0.02859024374
739	0.02858588516
740	0.02857977922
741	0.02857735991
742	0.02857420765
743	0.02856847413
744	0.02856573416
745	0.02856435814
746	0.02855903338
747	0.02855083863
748	0.02854900465
749	0.02854614027
750	0.02854096997
751	0.0285400649
752	0.02853700014
753	0.02853510068
754	0.02853253884
755	0.02853146286
756	0.02852427759
757	0.02852286922
758	0.02851950437
759	0.02851638962
760	0.02851592075
761	0.02851298223
762	0.02850785397
763	0.02850426509
764	0.02850145154
765	0.02849518137
766	0.02849039147
767	0.02848930375
768	0.02848707532
769	0.02848118536
770	0.02847625962
771	0.02847355906
772	0.0284710784
773	0.02847003352
774	0.02846670557
775	0.02846372524
776	0.02846201803
777	0.02845551874
778	0.02845311395
779	0.0284511011
780	0.02844803602
781	0.02844540874
782	0.02844310517
783	0.02844214413
784	0.02843548076
785	0.02843404209
786	0.02843244807
787	0.02842928659
788	0.02842797601
789	0.02842531765
790	0.02842349025
791	0.02842011484
792	0.02841799459
793	0.02841594309
794	0.02841235189
795	0.02841037357
796	0.02840877832
797	0.02840588474
798	0.02840338816
799	0.0284019032
800	0.02839730302
801	0.02839538536
802	0.02839179918
803	0.02839079478
804	0.02838671656
805	0.02838622145
806	0.02838231057
807	0.02838136353
808	0.02837944093
809	0.02837559497
810	0.0283721998
811	0.02837040393
812	0.02836929825
813	0.02836800384
814	0.0283635726
815	0.02836144876
816	0.02835946113
817	0.0283577023
818	0.02835641321
819	0.02835443593
820	0.0283522798
821	0.02834804401
822	0.02834585354
823	0.02834209846
824	0.02833858664
825	0.02833714823
826	0.02833525682
827	0.02833347895
828	0.02833224703
829	0.02833037263
830	0.02832884192
831	0.02832598981
832	0.02832437113
833	0.02832188068
834	0.02831890092
835	0.02831599976
836	0.02831550418
837	0.0283135265
838	0.0283112371
839	0.0283084412
840	0.02830703123
841	0.02830654335
842	0.02830457454
843	0.0283015649
844	0.02829930459
845	0.02829608258
846	0.02829434722
847	0.02829346241
848	0.02829314537
849	0.02829109856
850	0.0282894283
851	0.02828795683
852	0.02828338634
853	0.02828182755
854	0.02828104132
855	0.02827923831
856	0.02827575012
857	0.02827381521
858	0.02827200782
859	0.02827069355
860	0.02826944757
861	0.02826912067
862	0.02826711522
863	0.0282653863
864	0.0282640388
865	0.02826167709
866	0.02825962286
867	0.02825709422
868	0.02825419528
869	0.02825148488
870	0.0282492806
871	0.02824791295
872	0.02824629697
873	0.02824588656
874	0.0282452585
875	0.02824498964
876	0.02824352153
877	0.02824207783
878	0.02824056894
879	0.02823903218
880	0.02823600563
881	0.0282342929
882	0.02823283991
883	0.0282292018
884	0.02822793409
885	0.02822468208
886	0.02822269535
887	0.02822126018
888	0.02821974581
889	0.02821783753
890	0.02821505277
891	0.02821323216
892	0.02821157187
893	0.02821021786
894	0.02820887041
895	0.02820691204
896	0.02820555252
897	0.02820446159
898	0.02820309417
899	0.02820120687
900	0.02819910163
901	0.02819876059
902	0.02819731201
903	0.02819473292
904	0.02819382692
905	0.02819251718
906	0.028191076
907	0.02819015005
908	0.02818957281
909	0.0281863027
910	0.02818596981
911	0.02818402558
912	0.02818237923
913	0.02818190411
914	0.02818072715
915	0.02817884124
916	0.02817694401
917	0.02817564864
918	0.02817525186
919	0.02817487745
920	0.02817392172
921	0.02817267554
922	0.02817104253
923	0.02816904446
924	0.02816804152
925	0.02816593279
926	0.02816575241
927	0.02816439019
928	0.02816339683
929	0.02816205496
930	0.02816169431
931	0.02816034507
932	0.02815898474
933	0.0281573997
934	0.0281555835
935	0.02815424325
936	0.02815397019
937	0.02815276223
938	0.02815257598
939	0.02815159201
940	0.02814959557
941	0.02814942581
942	0.02814818855
943	0.02814686778
944	0.02814564056
945	0.02814455823
946	0.02814359216
947	0.02814067707
948	0.02813998449
949	0.02813859073
950	0.02813614349
951	0.02813475432
952	0.02813268688
953	0.02813173176
954	0.02813106535
955	0.0281303721
956	0.0281282802
957	0.02812473693
958	0.0281246188
959	0.02812329599
960	0.02812228257
961	0.02812052628
962	0.0281198792
963	0.0281196548
964	0.02811819319
965	0.02811772972
966	0.0281153311
967	0.02811463093
968	0.02811306903
969	0.0281107736
970	0.0281094472
971	0.02810789208
972	0.02810643361
973	0.02810540892
974	0.02810512607
975	0.02810402715
976	0.02810262784
977	0.02810090636
978	0.02809798497
979	0.02809707117
980	0.02809538497
981	0.02809414299
982	0.02809293318
983	0.02809191549
984	0.02809050881
985	0.02808940531
986	0.02808827856
987	0.02808708368
988	0.0280855485
989	0.02808311571
990	0.02808198421
991	0.02808102824
992	0.02807996412
993	0.02807919992
994	0.02807878359
995	0.02807606905
996	0.02807473171
997	0.02807256285
998	0.02807116296
999	0.02807004522
